小区名称,纬度,经度,单价(元/㎡),总价,建筑面积(㎡),户型,挂牌天数,月租金,近期成交价,去年同期价
盘龙国际8,30.712396,114.23943,8188,115.72,141.32,4室2厅,232,2175,7968,7256
东西名邸11,30.61648,114.127233,7672,64.41,83.95,2室1厅,381,953,8011,6913
东西山庄18,30.619186,114.133035,8064,66.47,82.42,2室1厅,17,664,8274,8326
武广银座12,30.584963,114.265835,28133,260.12,92.46,2室2厅,10,8595,28423,25639
后湖金座6,30.649502,114.270689,14236,115.6,81.2,2室2厅,31,1856,13972,13354
武广里15,30.590318,114.266851,27075,225.98,83.46,2室2厅,49,8976,28158,24808
汉口金座19,30.61784,114.25035,19869,194.41,97.84,3室1厅,110,5656,20208,17871
钟家阳光14,30.551895,114.268305,15432,92.83,60.16,1室1厅,34,2887,15377,14104
后湖山庄16,30.651667,114.272033,14346,120.34,83.88,2室2厅,39,2477,14230,14751
武广丽舍6,30.588819,114.262745,24576,186.24,75.78,2室1厅,43,8744,24673,21099
武广中心10,30.586083,114.267445,19212,133.39,69.43,2室1厅,66,6279,20460,18696
关山里12,30.505955,114.39604,24816,213.74,86.13,2室2厅,14,8894,24793,22731
东西阳光4,30.616578,114.131116,9009,77.46,85.98,2室2厅,89,2152,9309,8772
盘龙山庄14,30.709658,114.242156,8300,103.26,124.4,3室2厅,54,1277,8586,8183
钟家花园17,30.546189,114.264121,13670,140.9,103.07,3室1厅,26,3148,12900,12727
江汉里1,30.577425,114.280551,21586,213.96,99.12,3室1厅,48,11556,22453,19353
盘龙丽舍13,30.708382,114.242993,7438,60.04,80.72,2室2厅,44,828,7494,7139
南湖府邸4,30.489887,114.32707,12839,103.98,80.99,2室1厅,32,2741,12619,12002
街道花园4,30.533272,114.361912,19517,210.03,107.61,3室2厅,14,4515,19457,18179
武昌小区4,30.53009,114.315659,12442,104.85,84.27,2室2厅,19,2892,12246,11996
武广中心1,30.58645,114.26146,21538,472.3,219.28,5室3厅,15,21373,20874,20809
青山银座9,30.628786,114.37691,10305,87.48,84.88,2室2厅,28,1945,10075,10200
白沙家园14,30.478819,114.287578,10587,118.49,111.92,3室2厅,119,2102,10068,10847
白沙中心5,30.474733,114.293709,10727,93.18,86.86,2室2厅,97,1705,10481,10441
四新花园6,30.519386,114.262563,10139,99.97,98.59,3室1厅,71,1775,10360,10471
东西府邸5,30.616451,114.132839,8161,72.5,88.83,2室2厅,19,1332,7905,7806
楚河公寓12,30.550668,114.339607,32435,517.94,159.68,4室2厅,22,24301,31678,28470
中南新城16,30.47833,114.370739,16081,111.46,69.31,2室1厅,262,3381,16472,16349
汉口花园18,30.618786,114.248222,17191,201.23,117.05,3室2厅,151,6681,17705,17459
街道华府7,30.530099,114.365242,20083,190.44,94.82,3室1厅,13,6667,19383,18621
江夏雅苑6,30.347865,114.320827,7683,64.14,83.48,2室2厅,8,1115,7888,7088
武广家园15,30.590129,114.264943,33795,317.1,93.83,3室1厅,37,9917,31922,30429
江夏华庭10,30.350199,114.318449,6730,57.17,84.93,2室1厅,198,688,6656,6598
金融雅苑3,30.45296,114.386962,13216,110.5,83.61,2室2厅,13,3596,13346,12559
四新新城8,30.520695,114.258973,13087,123.94,94.7,2室2厅,55,1745,12661,12898
四新府邸8,30.518839,114.260338,13965,136.96,98.07,3室1厅,147,2110,13541,13419
东西银座4,30.621515,114.128451,7510,94.1,125.28,3室2厅,67,1495,7560,7368
江夏苑4,30.347953,114.321259,8236,42.92,52.11,1室1厅,238,1034,8268,7799
关山华庭3,30.506262,114.392138,18563,203.31,109.52,3室2厅,27,8247,19405,15916
汉口春天15,30.615095,114.256453,15055,194.99,129.52,3室2厅,26,4400,15039,14834
金融阳光16,30.455768,114.384057,16801,153.81,91.54,3室1厅,2,4917,17705,15447
四新金座8,30.51848,114.260677,13011,55.18,42.41,1室1厅,91,872,13897,12628
金融金座9,30.45419,114.383419,18043,226.12,125.31,3室2厅,14,7469,17747,18238
武广银座9,30.588765,114.266028,27517,351.95,127.9,3室2厅,82,12714,28208,26033
南湖银座14,30.495275,114.332707,12930,166.71,128.92,3室2厅,85,3621,13150,12061
汉口丽舍9,30.618871,114.248904,17612,188.97,107.3,3室1厅,198,5114,17928,16908
武广华庭12,30.590381,114.261411,23423,256.81,109.64,3室2厅,23,12754,24228,21450
后湖名邸2,30.64963,114.269766,17893,106.72,59.64,1室1厅,21,2332,17555,17011
徐东广场16,30.577393,114.347286,16120,163.41,101.37,3室1厅,8,6417,16333,14289
金融府邸16,30.455091,114.383188,15979,150.33,94.08,3室1厅,7,5563,15989,15486
盘龙山庄12,30.710497,114.238885,7436,40.76,54.81,1室1厅,195,500,7096,6903
东西阳光17,30.621446,114.128749,9439,100.44,106.4,3室1厅,12,1226,9844,8678
楚河苑7,30.547309,114.342928,25179,321.35,127.63,3室2厅,4,19004,26278,22324
白沙广场11,30.479971,114.291055,13108,111.56,85.1,2室2厅,369,3142,13258,13308
江夏广场3,30.347754,114.319089,7442,70.11,94.19,3室1厅,88,1043,7142,7429
武昌金座12,30.533267,114.319265,13623,95.9,70.39,2室1厅,10,2647,13379,12662
中南公寓7,30.48221,114.373086,14886,237.1,159.27,5室3厅,32,7268,15525,13752
东西丽舍12,30.621766,114.130379,9739,49.17,50.49,1室1厅,296,958,9896,9522
光谷丽舍10,30.481104,114.406938,18053,167.09,92.56,3室1厅,71,6108,17702,17778
关山阳光18,30.501387,114.397572,19475,155.7,79.95,2室1厅,7,7729,19076,17673
徐东雅苑10,30.582733,114.352828,17936,163.0,90.88,2室2厅,7,6575,17462,16422
江夏华庭16,30.348727,114.319789,7898,54.51,69.01,2室1厅,53,511,7990,7184
关山苑11,30.508928,114.394569,20817,209.71,100.74,3室1厅,9,9068,19995,19355
徐东里12,30.572869,114.352467,16935,113.28,66.89,2室1厅,27,4825,16920,16696
关山雅苑18,30.507093,114.39439,20018,178.98,89.41,2室2厅,32,7704,20457,17751
汉口国际18,30.618441,114.249433,16541,341.24,206.29,5室3厅,47,13809,16726,15645
金融府邸17,30.457016,114.386498,16429,155.68,94.75,2室2厅,51,6148,15970,15812
青山新城3,30.632883,114.379484,12258,121.41,99.04,3室1厅,233,1407,12077,11543
中南小区6,30.481419,114.369512,17903,165.95,92.69,2室2厅,9,6570,16940,16573
楚河小区5,30.554076,114.339146,26130,234.08,89.58,2室2厅,3,11201,26993,24408
四新苑6,30.519734,114.258643,12431,155.68,125.23,3室2厅,20,3684,12417,11696
后湖新城19,30.6505,114.269158,16064,145.29,90.44,3室1厅,100,4607,15709,14962
洪山国际18,30.546748,114.330185,23189,282.96,122.02,3室2厅,1,11602,23015,24121
东西小区8,30.614801,114.132446,8610,135.63,157.52,4室2厅,31,1953,8623,8054
四新广场6,30.520668,114.255783,12046,113.65,94.35,2室2厅,127,2180,12067,11630
楚河苑8,30.548059,114.338796,23783,193.96,81.55,2室1厅,10,8600,24879,21987
徐东山庄5,30.577616,114.351449,17281,150.08,86.85,2室2厅,3,6221,17058,16768
四新里18,30.521375,114.255518,9195,98.93,107.59,3室1厅,102,2303,9043,8862
武昌山庄12,30.5326,114.32113,16283,151.32,92.93,2室2厅,21,3530,17002,15675
后湖国际17,30.653947,114.268929,9855,111.19,112.82,3室2厅,31,1631,10091,9796
武昌华庭6,30.533077,114.320787,13858,83.93,60.56,1室1厅,23,1541,14499,12910
江夏家园5,30.349011,114.317556,7798,95.85,122.91,3室2厅,123,1121,7959,7678
青山府邸5,30.628745,114.379901,11682,161.9,138.58,4室2厅,35,4861,12380,11646
汉口翠湖6,30.619232,114.248499,17119,161.31,94.23,3室1厅,90,3600,17011,15695
白沙小区18,30.483502,114.295196,9805,105.69,107.78,3室1厅,64,2414,9676,9084
武昌翠湖1,30.528537,114.318819,16267,181.12,111.34,3室2厅,209,3725,15285,15701
汉口春天15,30.62367,114.248523,16237,202.61,124.78,3室2厅,14,7048,16387,15546
汉口阳光9,30.618211,114.244911,16555,118.19,71.39,2室1厅,314,3169,16398,14910
四新国际7,30.521088,114.260663,15486,129.46,83.6,2室1厅,1088,2682,15402,15051
武昌小区3,30.528026,114.323986,12398,115.09,92.82,2室2厅,171,3642,12399,12348
四新金座12,30.516913,114.25901,9777,107.31,109.74,3室2厅,123,2147,9779,9609
白沙山庄5,30.479982,114.290705,12920,91.05,70.47,2室1厅,120,2080,13175,13589
沌口名邸12,30.479885,114.163423,9473,102.4,108.09,3室1厅,112,2148,9343,8923
洪山雅苑4,30.542174,114.327608,20341,200.38,98.51,3室1厅,42,8190,20939,19105
青山苑12,30.629308,114.380003,11142,77.31,69.39,2室1厅,270,886,10880,11330
关山家园5,30.505092,114.393641,19987,188.55,94.33,3室1厅,105,7595,20185,19196
江汉中心8,30.57704,114.280888,20478,139.79,68.26,2室1厅,33,5914,19195,19140
金融华府6,30.458994,114.383339,15292,145.44,95.1,3室1厅,56,4136,16185,14551
武昌雅苑10,30.531883,114.320111,15461,69.48,44.93,1室1厅,29,1253,15409,14081
徐东银座11,30.580104,114.34851,19496,170.21,87.3,2室2厅,24,6117,19130,18948
沌口花园16,30.481934,114.166946,9360,62.81,67.1,2室1厅,33,1462,9124,8645
江夏小区8,30.355211,114.322236,7866,77.56,98.59,3室1厅,65,548,7752,8150
江夏雅苑6,30.349303,114.325558,7315,64.84,88.62,2室2厅,226,500,7387,7394
白沙新城7,30.485222,114.288402,11301,145.83,129.04,3室2厅,107,2752,11334,11224
洪山翠湖1,30.548029,114.331237,20797,197.65,95.03,3室1厅,1,7656,21108,17744
四新华府16,30.519683,114.259436,12596,133.38,105.89,3室1厅,146,1979,12653,12657
后湖广场18,30.648276,114.269253,14763,124.71,84.47,2室2厅,34,3552,15879,13904
中南小区18,30.477411,114.37188,14651,137.89,94.11,3室1厅,14,5390,14265,14055
汉口国际10,30.616847,114.250805,16491,178.04,107.96,3室1厅,105,7471,15212,15390
武广中心16,30.588682,114.264558,22986,188.33,81.93,2室2厅,168,6267,22514,20444
南湖名邸11,30.491636,114.332706,14481,173.17,119.58,3室2厅,16,5484,14809,13042
钟家春天8,30.55028,114.26333,15043,120.99,80.43,2室2厅,39,2814,14728,13955
江汉金座16,30.581121,114.278552,22253,209.51,94.15,3室1厅,33,10435,22767,21455
南湖阳光19,30.499914,114.329016,11277,88.69,78.64,2室1厅,33,2624,11016,10049
武广小区6,30.590073,114.264804,29077,234.6,80.68,2室2厅,35,10278,30220,26279
街道国际8,30.53114,114.35969,21329,241.0,112.99,3室2厅,24,8551,20554,19547
白沙广场11,30.481493,114.289887,11540,85.37,73.98,2室1厅,29,1686,11594,10874
光谷丽舍3,30.480583,114.412115,18566,134.4,72.39,2室1厅,37,4849,18812,16258
钟家里6,30.551007,114.261346,14684,108.34,73.78,2室1厅,3,2714,15098,13827
东西苑18,30.624977,114.131663,8619,76.82,89.13,2室2厅,66,1013,9070,8564
金融小区15,30.457837,114.386522,15111,169.8,112.37,3室2厅,0,5696,14668,14772
洪山府邸8,30.54618,114.328882,25389,324.13,127.66,4室2厅,12,10636,24341,24950
洪山银座6,30.544563,114.326397,21748,306.35,140.86,4室2厅,82,12464,21488,19861
金融华府17,30.455933,114.387701,14176,171.03,120.64,3室2厅,31,5197,13662,13102
钟家名邸17,30.553778,114.263324,13389,152.19,113.67,3室2厅,190,3598,13471,12378
徐东花园4,30.58028,114.350625,20137,200.87,99.75,3室1厅,176,6968,20902,19843
江夏国际12,30.351243,114.323549,8183,105.95,129.46,3室2厅,12,1624,8265,7893
街道家园18,30.531279,114.36434,18767,241.78,128.83,4室2厅,6,7478,18829,17427
江夏里17,30.348154,114.317631,7796,41.8,53.61,1室1厅,275,500,7813,7525
江夏山庄5,30.347,114.314162,7579,74.58,98.4,3室1厅,80,500,7415,7459
武昌名邸13,30.529841,114.324316,11224,123.21,109.77,3室2厅,50,2202,11760,10410
武广苑7,30.589451,114.26547,27550,242.21,87.91,2室2厅,19,8611,28493,26545
钟家金座14,30.550964,114.264599,16910,117.15,69.28,2室1厅,42,2810,16208,15683
徐东山庄18,30.582141,114.34718,16016,250.44,156.37,4室2厅,105,8175,16408,14515
钟家名邸3,30.549519,114.260027,12981,163.36,125.84,4室2厅,265,5441,13201,12426
金融丽舍15,30.454883,114.380203,15288,237.4,155.28,4室2厅,22,7864,15843,14345
关山翠湖19,30.50268,114.394751,20167,208.85,103.56,3室1厅,48,11160,19860,18117
武广广场15,30.588541,114.264771,30064,270.89,90.1,3室1厅,49,11568,31032,27003
武广金座7,30.59476,114.268892,24023,173.02,72.02,2室1厅,39,7206,24955,20340
洪山中心4,30.545533,114.330168,28733,232.61,80.96,2室2厅,68,7595,27474,26308
沌口银座17,30.480144,114.160614,12265,132.94,108.39,3室1厅,25,3621,12055,11704
南湖春天15,30.500966,114.327635,12278,114.44,93.2,3室1厅,39,2297,12384,11408
四新春天17,30.524507,114.260297,11724,170.27,145.22,4室2厅,131,3683,11761,12257
武昌花园12,30.528223,114.32121,0,149.17,97.44,3室1厅,114,3020,14242,15751
武广小区15,30.587992,114.266069,28351,239.4,84.44,2室2厅,186,11073,28628,24996
南湖翠湖11,30.495887,114.330619,15063,95.56,63.44,1室1厅,92,2996,15013,13560
南湖金座11,30.490264,114.330794,12961,101.53,78.34,2室1厅,32,2534,12843,11657
光谷小区15,30.480439,114.409539,18209,221.1,121.42,3室2厅,65,6289,19362,17071
金融山庄10,30.455687,114.386009,16076,89.27,55.53,1室1厅,32,2865,15969,14219
白沙家园12,30.483992,114.289147,11870,122.76,103.41,3室1厅,70,2465,11589,11138
江夏雅苑6,30.345827,114.323741,6938,63.25,91.16,3室1厅,15,500,6970,6516
街道小区11,30.526339,114.355475,18605,130.88,70.34,2室1厅,239,3813,19043,17317
江汉春天9,30.577409,114.279824,24990,285.31,114.17,3室2厅,137,13004,24458,23154
白沙府邸4,30.480697,114.291297,13277,114.58,86.29,2室2厅,73,2371,13378,12664
江汉阳光9,30.577629,114.277338,20394,138.46,67.89,2室1厅,48,6125,20618,18133
后湖家园19,30.649516,114.268026,14060,65.77,46.77,1室1厅,132,1963,14538,14141
光谷家园9,30.480462,114.410957,19552,232.76,119.05,3室2厅,14,7410,20055,17445
江夏家园15,30.352527,114.320422,7413,93.59,126.24,3室2厅,216,1235,7449,7236
四新府邸5,30.517253,114.259381,10357,106.94,103.26,3室1厅,168,2498,10826,9641
中南中心11,30.484633,114.368436,13729,146.04,106.36,3室2厅,135,3680,13940,13106
江汉里3,30.575573,114.282056,20986,227.26,108.29,3室1厅,12,9297,21042,20165
洪山华庭4,30.543543,114.327166,20887,259.93,124.44,3室2厅,64,12419,20154,19149
南湖苑18,30.497692,114.329599,13998,97.24,69.46,2室1厅,198,2225,14178,12849
江夏丽舍2,30.35288,114.323393,7960,74.72,93.86,2室2厅,28,899,7970,7269
沌口银座7,30.479124,114.158942,10406,97.6,93.78,2室2厅,15,2477,10306,9668
汉口银座9,30.622393,114.254999,15383,189.64,123.27,3室2厅,57,6249,15280,14599
南湖华庭1,30.496104,114.332419,13366,164.95,123.41,3室2厅,368,4541,13797,13073
四新小区9,30.522086,114.258545,13017,108.55,83.39,2室1厅,168,2664,12195,12519
钟家春天5,30.550924,114.264146,16069,295.63,183.98,5室3厅,38,5253,15734,15992
光谷家园19,30.482991,114.410424,18741,151.94,81.07,2室2厅,26,6459,19547,17882
沌口中心7,30.483894,114.158517,9636,91.07,94.51,3室1厅,47,1692,9440,9072
白沙阳光3,30.478302,114.292209,11546,124.02,107.41,3室1厅,881,1224,11553,11616
东西华府2,30.617751,114.125036,7533,69.32,92.02,2室2厅,334,1149,7390,6987
街道华府14,30.531765,114.357056,0,184.97,100.6,3室1厅,33,6075,18464,17635
洪山金座14,30.539199,114.332046,23690,257.89,108.86,3室1厅,72,8479,23965,23156
金融新城9,30.454508,114.382766,15808,143.15,90.55,2室2厅,12,5218,15374,15664
关山小区11,30.500791,114.395339,20125,126.03,62.62,1室1厅,36,4859,20587,19557
江夏名邸1,30.348624,114.319124,7396,66.01,89.25,2室2厅,37,500,7366,7663
汉口丽舍13,30.621078,114.245147,15311,140.56,91.8,3室1厅,91,4679,15675,15120
钟家华庭16,30.549245,114.26772,14752,147.48,99.97,3室1厅,19,4320,14704,13899
钟家里15,30.549647,114.265779,15679,124.23,79.23,2室1厅,42,3518,15254,14331
江汉新城19,30.576606,114.279945,23114,237.27,102.65,3室1厅,10,11204,23748,21845
武广国际8,30.592124,114.266239,25260,385.15,152.47,4室2厅,3,15036,24913,23410
汉口中心13,30.61772,114.247675,15931,177.76,111.58,3室2厅,17,4839,15072,15290
江夏华庭12,30.351497,114.316163,6136,43.72,71.25,2室1厅,80,620,6451,6063
徐东苑14,30.577244,114.352,16648,113.62,68.25,2室1厅,13,4537,16878,16253
青山花园3,30.629283,114.382932,9282,107.84,116.18,3室2厅,14,1409,9605,8674
武广丽舍1,30.588781,114.267979,22965,229.34,99.86,3室1厅,55,9790,22733,22054
光谷雅苑19,30.483938,114.408416,17879,137.55,76.93,2室1厅,96,5113,18317,16145
江汉翠湖10,30.58218,114.287769,22288,245.82,110.29,3室2厅,113,10981,22528,20015
街道山庄12,30.53047,114.358733,17878,183.06,102.39,3室1厅,54,7477,18625,16245
武昌公寓18,30.532117,114.320098,14332,126.2,88.05,2室2厅,11,3480,14092,13347
白沙金座14,30.479737,114.289531,13098,207.9,158.72,4室2厅,115,5890,13232,12402
青山名邸19,30.627183,114.384777,10309,104.39,101.26,3室1厅,176,1879,10579,10173
后湖雅苑16,30.652939,114.269445,14037,131.46,93.65,3室1厅,76,3012,13955,13588
后湖银座5,30.652216,114.268173,10159,86.26,84.9,2室1厅,22,3072,10273,9421
徐东翠湖14,30.582389,114.348292,16376,130.49,79.68,2室1厅,47,4532,16471,14611
洪山银座4,30.542707,114.331011,23656,268.09,113.33,3室2厅,29,11432,23155,21167
钟家金座16,30.550715,114.263037,13500,119.37,88.42,2室2厅,78,2591,14051,13294
武昌阳光12,30.528904,114.319429,15950,164.2,102.95,3室1厅,74,3328,16564,15199
关山华府8,30.503829,114.395877,23464,284.67,121.32,3室2厅,34,12280,24218,21682
钟家广场14,30.546194,114.267256,15698,221.31,140.97,4室2厅,55,6538,15306,15327
四新新城7,30.519842,114.265146,11583,136.96,118.24,3室2厅,79,4203,12262,10915
东西春天7,30.619528,114.12828,9185,76.78,83.58,2室2厅,202,1631,8916,8531
钟家丽舍4,30.547943,114.264741,15849,177.54,112.02,3室2厅,42,3058,15532,15654
东西银座8,30.616977,114.131918,8678,119.29,137.45,4室2厅,47,2524,8463,9107
楚河府邸9,30.548738,114.338532,27548,296.52,107.64,3室1厅,108,13785,28198,25297
钟家里6,30.550409,114.262317,14450,178.57,123.58,3室2厅,130,5747,15018,13265
后湖金座5,30.649089,114.271099,14388,141.85,98.58,3室1厅,160,3604,13068,13370
金融丽舍7,30.452505,114.387444,13240,105.99,80.06,2室1厅,2,3104,13288,12590
汉口华庭8,30.619231,114.246883,15305,112.5,73.5,2室1厅,222,3168,15883,15031
武昌家园2,30.529087,114.318904,15413,99.87,64.79,1室1厅,81,1574,15225,14934
沌口新城5,30.479437,114.161976,10339,154.03,148.97,4室2厅,41,1456,10482,10131
关山广场16,30.502208,114.396241,20229,186.27,92.08,2室2厅,104,8346,20412,19160
白沙新城8,30.481261,114.288631,11854,57.1,48.17,1室1厅,301,899,11854,11797
盘龙名邸2,30.706189,114.240354,6859,38.87,56.67,1室1厅,5,770,7110,6430
东西山庄8,30.623338,114.127996,6677,71.43,106.96,3室1厅,18,1063,6502,6662
街道阳光5,30.532836,114.359095,18767,194.36,103.56,3室1厅,17,6400,19094,17515
徐东公寓9,30.584862,114.349957,16676,174.88,104.87,3室1厅,50,7059,16275,15616
四新翠湖15,30.518936,114.263093,11939,148.13,124.07,3室2厅,27,3468,11635,11344
武昌家园18,30.528143,114.321072,16052,65.29,40.67,1室1厅,408,1649,16251,15882
青山雅苑12,30.630254,114.377324,10100,93.93,92.99,2室2厅,106,2314,10185,9561
钟家丽舍4,30.552228,114.2657,16027,136.58,85.21,2室2厅,146,4301,15899,15094
关山金座6,30.503556,114.397438,19587,237.78,121.39,3室2厅,5,6521,19686,18034
金融花园14,30.458906,114.38412,13559,114.66,84.56,2室2厅,56,3515,13412,13806
四新国际13,30.521103,114.260953,14012,117.93,84.16,2室2厅,47,2120,14271,13173
楚河阳光4,30.547274,114.337792,23755,239.18,100.68,3室1厅,2,11847,25212,21673
中南翠湖12,30.479731,114.372883,15148,132.02,87.15,2室2厅,100,4068,15064,14787
青山新城3,30.630917,114.378027,12185,190.58,156.39,4室2厅,52,4405,12818,11547
武广新城6,30.588183,114.266209,26918,180.26,66.97,2室1厅,183,6898,28696,26268
徐东新城15,30.582623,114.349008,19255,141.23,73.35,2室1厅,150,5566,19393,18096
钟家春天10,30.550815,114.26255,14959,152.95,102.24,3室1厅,82,4354,14985,14041
白沙雅苑17,30.479518,114.28565,10260,160.12,156.05,4室2厅,19,2028,10332,9871
青山府邸13,30.629964,114.3869,11263,109.32,97.06,3室1厅,18,2068,10838,10930
武广中心18,30.590397,114.267145,27163,313.55,115.43,3室2厅,96,11239,29079,25635
盘龙银座3,30.7078,114.236756,6002,61.64,102.7,3室1厅,134,1013,5796,5734
盘龙翠湖13,30.709273,114.243315,7021,74.76,106.47,3室1厅,117,1129,7022,7396
武广翠湖9,30.586375,114.26381,21185,189.95,89.66,2室2厅,15,8092,21759,18407
青山阳光17,30.629285,114.383654,10329,109.49,106.0,3室1厅,4,1873,9977,9932
青山中心4,30.634278,114.382271,10263,83.07,80.93,2室1厅,126,1543,10287,10085
南湖中心8,30.493327,114.326005,11925,152.95,128.26,3室2厅,2,4246,12226,11225
南湖国际9,30.494163,114.331327,15103,209.67,138.82,4室2厅,26,3781,15182,14988
四新里1,30.518195,114.261306,12110,167.59,138.39,4室2厅,0,4011,11837,11682
徐东华庭14,30.578316,114.345253,18113,124.02,68.47,2室1厅,44,3201,18236,16330
金融苑3,30.450624,114.383239,14236,175.7,123.42,3室2厅,116,4671,13812,13830
后湖广场1,30.648161,114.271868,10908,130.04,119.21,3室2厅,62,4181,10761,9980
后湖阳光11,30.651902,114.27436,13849,189.57,136.87,4室2厅,76,3536,13386,13623
江汉广场8,30.579702,114.281349,27137,411.24,151.54,4室2厅,0,19071,27803,24352
关山银座16,30.50742,114.395382,21157,198.13,93.65,2室2厅,161,7819,20645,19985
徐东雅苑7,30.579061,114.352646,17292,187.71,108.55,3室2厅,21,6835,17723,15825
洪山山庄17,30.543144,114.333538,22097,238.06,107.73,3室2厅,34,7007,22220,20441
白沙新城6,30.479352,114.289876,13487,137.59,102.01,3室1厅,80,1938,13674,13110
洪山广场8,30.54639,114.330269,24854,241.16,97.03,3室1厅,60,8283,25059,24726
街道丽舍9,30.525846,114.357126,19217,180.71,94.04,3室1厅,80,8367,18905,18374
中南花园13,30.480672,114.370322,20528,139.86,68.13,2室1厅,103,4779,20980,20205
金融中心3,30.454225,114.387045,17020,184.8,108.57,3室1厅,113,6685,16070,16246
金融银座12,30.448959,114.385949,15132,282.79,186.88,5室3厅,111,13276,14837,14075
后湖华府8,30.64997,114.271975,15129,87.73,57.98,1室1厅,4,2981,14123,14289
东西广场2,30.617159,114.128403,7867,78.64,99.95,3室1厅,5,1278,8149,7340
汉口银座18,30.619279,114.248805,16931,115.94,68.48,2室1厅,102,3833,17103,16820
东西里11,30.621069,114.12813,8452,72.92,86.27,2室2厅,94,751,8291,8044
洪山银座12,30.544406,114.327542,23873,220.17,92.23,3室1厅,3,7075,23881,24309
中南阳光4,30.478339,114.372462,19143,170.02,88.81,2室2厅,134,5202,19320,18239
盘龙丽舍4,30.710238,114.23781,6590,80.82,122.63,3室2厅,144,1303,6237,6105
汉口华府15,30.619811,114.247061,15499,146.22,94.34,2室2厅,10,3086,15796,14675
洪山苑13,30.542261,114.329013,22336,160.06,71.66,2室1厅,94,6173,22868,20045
南湖金座7,30.490197,114.332792,10396,126.38,121.55,3室2厅,13,3298,10831,9871
汉口阳光9,30.621697,114.250565,19556,140.35,71.77,2室1厅,72,4236,19911,19041
光谷华庭12,30.483663,114.407447,16213,202.02,124.6,3室2厅,32,6503,16425,14804
后湖小区1,30.650307,114.273154,13069,150.11,114.85,3室2厅,5,4788,12634,12308
光谷新城8,30.480326,114.408997,18243,213.94,117.27,3室2厅,27,8690,18696,16836
汉口华府8,30.621689,114.251634,18276,169.76,92.88,3室1厅,67,6142,17844,18584
街道国际19,30.526901,114.361472,17386,175.81,101.12,3室1厅,13,4800,17529,17620
钟家公寓15,30.550403,114.266471,16185,273.8,169.16,5室3厅,36,8573,15909,14941
沌口里10,30.476061,114.156866,9287,105.88,114.0,3室2厅,86,1455,9618,9043
金融雅苑15,30.458339,114.384121,15399,227.56,147.77,4室2厅,91,7340,16490,14178
街道新城15,30.532919,114.357017,18805,156.41,83.17,2室1厅,6,5279,18432,18053
江夏华庭19,30.34806,114.320923,9248,66.52,71.92,2室1厅,183,1093,8978,8709
沌口华庭9,30.480699,114.16328,10877,93.15,85.63,2室2厅,74,2526,11145,10653
钟家苑11,30.548182,114.265079,15271,124.67,81.64,2室2厅,144,2653,15341,15377
后湖名邸16,30.653405,114.273172,12741,105.98,83.18,2室1厅,27,2971,12575,12129
江夏翠湖5,30.349657,114.320235,10444,98.73,94.53,2室2厅,59,2098,10719,9817
关山小区16,30.503866,114.394776,25606,206.15,80.51,2室2厅,61,8911,25326,24704
江夏华府4,30.34853,114.322522,8331,68.65,82.4,2室1厅,268,939,8452,7911
后湖苑1,30.650154,114.268464,13688,117.58,85.9,2室2厅,57,2712,13861,13096
盘龙金座12,30.707841,114.243272,6994,74.52,106.54,3室2厅,171,1347,7121,6569
洪山府邸18,30.542769,114.329785,24422,358.46,146.77,4室2厅,89,15701,24260,21420
楚河府邸16,30.548069,114.341164,28322,309.69,109.34,3室1厅,716,13924,28877,25775
洪山丽舍19,30.543455,114.328142,23717,227.52,95.93,3室1厅,24,7749,24096,21898
洪山国际4,30.543189,114.327238,24959,382.28,153.16,4室2厅,25,12176,25331,22799
楚河华府6,30.545966,114.342194,26037,308.08,118.32,3室2厅,100,13722,26460,22406
中南山庄2,30.481713,114.371275,15699,128.91,82.11,2室2厅,62,3671,16627,14250
白沙花园5,30.478367,114.287015,10660,143.01,134.15,4室2厅,76,2149,10652,9959
江夏家园4,30.345824,114.317677,7840,52.87,67.43,2室1厅,224,1120,8006,7609
后湖新城16,30.645149,114.27219,13801,114.32,82.83,2室1厅,24,3757,12791,13448
关山中心3,30.50811,114.398339,20723,281.95,136.06,4室2厅,0,11018,21291,19604
江汉家园13,30.578998,114.278476,25372,234.14,92.28,2室2厅,47,12380,24923,22127
钟家小区8,30.554849,114.261925,14734,123.72,83.97,2室1厅,141,3025,14411,13696
武昌家园15,30.52767,114.317505,12067,97.59,80.87,2室2厅,270,2459,11904,11178
青山丽舍6,30.630158,114.378323,12627,87.5,69.29,2室1厅,16,2112,13327,11226
沌口花园15,30.482905,114.158345,10759,92.49,85.97,2室2厅,115,1771,10827,10372
江汉广场3,30.580783,114.274326,21027,177.55,84.44,2室2厅,73,9145,21283,18497
后湖名邸19,30.649437,114.269842,18292,198.15,108.32,3室1厅,107,3855,19590,15462
江汉山庄8,30.582263,114.273773,21281,229.17,107.69,3室1厅,24,9857,21793,20680
街道华府18,30.533049,114.358648,17886,187.1,104.61,3室1厅,237,6379,17534,16979
江汉山庄15,30.584795,114.28223,22046,117.82,53.44,1室1厅,51,5573,22208,20471
后湖华庭14,30.651317,114.267247,13383,208.51,155.8,4室2厅,3,5742,13241,13434
汉口公寓7,30.61994,114.245988,16001,137.41,85.87,2室2厅,39,3545,16225,15620
东西里1,30.622399,114.126601,7195,60.84,84.54,2室2厅,164,709,7526,6739
